Dates,Tickers,Tenor,DeltaStrike,Type,Data
20250515,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0956
20250416,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0971
20250516,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0966
20250417,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0965
20250317,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.086
20250418,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0961
20250318,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0856
20250319,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0864
20250519,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0966
20250320,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0871
20250520,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.096
20250421,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.099
20250321,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0865
20250521,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0995
20250422,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0975
20250522,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0995
20250423,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0917
20250523,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.1015
20250424,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0936
20250224,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0884
20250324,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0857
20250425,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0918
20250225,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.089
20250325,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0846
20250226,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0888
20250326,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.085
20250526,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.1006
20250227,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0887
20250327,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0846
20250527,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0983
20250428,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0929
20250228,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0894
20250328,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.085
20250528,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0967
20250429,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0936
20250529,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0985
20250430,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0937
20250530,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0979
20250331,FX.USDJPY.VOL::15Y::ATM::MID,15Y,ATM,ATM,0.0871
20250401,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1042
20250501,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1163
20250402,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1037
20250602,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1135
20250502,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.119
20250403,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1127
20250303,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1033
20250404,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1181
20250304,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1076
20250305,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1086
20250505,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1234
20250306,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1115
20250506,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1233
20250407,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1196
20250307,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1109
20250507,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1216
20250408,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1208
20250508,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1163
20250409,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1199
20250509,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1138
20250410,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1292
20250310,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1117
20250411,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1326
20250311,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1108
20250312,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1057
20250512,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.105
20250313,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1049
20250513,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1002
20250414,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1239
20250314,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1003
20250514,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1062
20250415,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1226
20250515,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1088
20250416,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1248
20250516,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1073
20250417,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.122
20250317,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1012
20250418,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1213
20250318,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1008
20250319,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1011
20250519,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1089
20250320,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1012
20250520,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1074
20250421,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1266
20250321,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1001
20250521,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.115
20250422,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1244
20250522,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.113
20250423,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1165
20250523,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.117
20250424,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1158
20250224,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1048
20250324,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.0984
20250425,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1149
20250225,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1058
20250325,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.0982
20250226,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1043
20250326,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.0983
20250526,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1177
20250227,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1032
20250327,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.0975
20250527,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1131
20250428,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1175
20250228,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1035
20250328,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.0993
20250528,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1086
20250429,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1185
20250529,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1121
20250430,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1201
20250530,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1107
20250331,FX.USDJPY.VOL::3M::ATM::MID,3M,ATM,ATM,0.1031
20250401,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0883
20250501,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0884
20250402,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0878
20250602,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0921
20250502,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0896
20250403,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0882
20250303,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0864
20250404,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0873
20250304,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0879
20250305,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0887
20250505,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0913
20250306,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0884
20250506,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0911
20250407,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0876
20250307,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0883
20250507,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0899
20250408,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0896
20250508,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0891
20250409,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0888
20250509,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.089
20250410,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0939
20250310,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0884
20250411,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0901
20250311,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0886
20250312,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0876
20250512,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0866
20250313,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0881
20250513,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0878
20250414,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0875
20250314,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0873
20250514,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0894
20250415,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0893
20250515,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0894
20250416,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0902
20250516,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0897
20250417,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0895
20250317,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0877
20250418,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0894
20250318,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0877
20250319,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0882
20250519,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.09
20250320,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0885
20250520,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0905
20250421,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.092
20250321,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.088
20250521,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0932
20250422,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0902
20250522,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0926
20250423,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0868
20250523,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0948
20250424,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0876
20250224,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0861
20250324,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.087
20250425,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0877
20250225,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0871
20250325,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0867
20250226,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0864
20250326,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0865
20250526,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0939
20250227,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0868
20250327,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0862
20250527,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0914
20250428,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0892
20250228,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0871
20250328,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0868
20250528,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.09
20250429,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0897
20250529,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0917
20250430,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0898
20250530,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0908
20250331,FX.USDJPY.VOL::5Y::ATM::MID,5Y,ATM,ATM,0.0883
20250401,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0914
20250501,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0917
20250402,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0908
20250602,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0936
20250502,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0932
20250403,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0909
20250303,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0889
20250404,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0902
20250304,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0907
20250305,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0915
20250505,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0948
20250306,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0921
20250506,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0946
20250407,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0909
20250307,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0917
20250507,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0933
20250408,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0927
20250508,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0924
20250409,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0923
20250509,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0923
20250410,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.097
20250310,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0914
20250411,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0935
20250311,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0913
20250312,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0897
20250512,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0892
20250313,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0905
20250513,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0899
20250414,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0908
20250314,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0894
20250514,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0909
20250415,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0933
20250515,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0913
20250416,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0939
20250516,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0916
20250417,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0932
20250317,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0897
20250418,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0932
20250318,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0894
20250319,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0899
20250519,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0919
20250320,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0907
20250520,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0923
20250421,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0959
20250321,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0904
20250521,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0948
20250422,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0937
20250522,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0946
20250423,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.091
20250523,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.096
20250424,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0908
20250224,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0889
20250324,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0895
20250425,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.091
20250225,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0897
20250325,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0893
20250226,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0895
20250326,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0892
20250526,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0956
20250227,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0895
20250327,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0889
20250527,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0927
20250428,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0919
20250228,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0896
20250328,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0894
20250528,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0915
20250429,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.093
20250529,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0931
20250430,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0936
20250530,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0924
20250331,FX.USDJPY.VOL::3Y::ATM::MID,3Y,ATM,ATM,0.0915
20250401,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0895
20250501,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.089
20250402,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0888
20250602,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.092
20250502,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0904
20250403,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.089
20250303,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0872
20250404,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0885
20250304,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0889
20250305,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0896
20250505,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.092
20250306,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0897
20250506,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0916
20250407,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0897
20250307,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0894
20250507,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0903
20250408,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0909
20250508,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0895
20250409,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0901
20250509,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0893
20250410,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0961
20250310,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0891
20250411,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0911
20250311,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0892
20250312,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0884
20250512,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0867
20250313,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0887
20250513,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0879
20250414,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0886
20250314,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0881
20250514,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0893
20250415,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0911
20250515,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0896
20250416,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0915
20250516,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0897
20250417,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0906
20250317,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0885
20250418,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0906
20250318,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0881
20250319,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0887
20250519,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0899
20250320,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.089
20250520,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0906
20250421,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0931
20250321,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0886
20250521,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.093
20250422,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0907
20250522,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0927
20250423,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0879
20250523,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0949
20250424,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0885
20250224,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0871
20250324,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0875
20250425,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0879
20250225,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0879
20250325,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0877
20250226,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0877
20250326,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0873
20250526,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0939
20250227,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0877
20250327,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0871
20250527,FX.USDJPY.VOL::4Y::ATM::MID,4Y,ATM,ATM,0.0913
